OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Shape_Leng,FID_VB600_smoothed,Id,InPoly_FID,FID_RCA,gridcode_1,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng_1,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Length,Shape_Area
94,,,1245,1245.000000000000000,1245,1245,1472.667943789999981,,,,,,0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.667943793940140,58359.960424491757294
95,,,1246,1246.000000000000000,1246,1246,2481.407498609999948,,,,,,0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2481.407498612962627,175834.908286672231043
96,,,1253,1253.000000000000000,1253,1253,760.741052114000013,,,,,,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.741052114331978,24667.152921016222535
97,,,1266,1266.000000000000000,1266,1266,8146.427883069999552,,,,,,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8146.427883073676639,246138.038435048161773
98,,,931,931.000000000000000,931,931,7781.676447499999995,,,,,,0,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7781.676447497471599,209783.999325636279536
99,,,939,939.000000000000000,939,939,1407.754494660000091,,,,,,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407.754494657483519,41601.327941804403963
100,,,940,940.000000000000000,940,940,9912.620209169999725,,,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9912.620209168115252,258385.415244636562420
101,,,943,943.000000000000000,943,943,3090.742274560000169,,,,,,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090.742274558463578,57101.254693789669545
102,,,944,944.000000000000000,944,944,4560.280741739999939,,,,,,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560.280741743094950,74171.452153301623184
103,,,968,968.000000000000000,968,968,2074.256172150000111,,,,,,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.256172146082918,42186.753117127933365
104,,,973,973.000000000000000,973,973,2451.896107099999881,,,,,,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451.896107095582011,63439.531064054841409
105,,,980,980.000000000000000,980,980,307.779145754000012,,,,,,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.779145753504167,1375.037513086669151
106,,,1000,1000.000000000000000,1000,1000,8122.864199349999581,,,,,,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8122.864199346783607,157376.159782141185133
107,,,1042,1042.000000000000000,1042,1042,8042.235346299999946,,,,,,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8042.235346302110884,156373.705005907278974
108,,,1068,1068.000000000000000,1068,1068,1512.345058719999997,,,,,,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.345058719727149,47579.444712260767119
109,,,1093,1093.000000000000000,1093,1093,1175.140651160000061,,,,,,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.140651163136681,43809.907712048770918
110,,,1094,1094.000000000000000,1094,1094,8298.192949790000057,,,,,,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8298.192949792210129,153561.593304672627710
111,,,1101,1101.000000000000000,1101,1101,13238.900747499999852,,,,,,0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13238.900747541221790,377259.363818696234375
112,,,1142,1142.000000000000000,1142,1142,4560.802049150000130,,,,,,0,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560.802049149182494,91219.121647145133466
113,,,1144,1144.000000000000000,1144,1144,9193.448549419999836,,,,,,0,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9193.448549416514652,227444.710529320116621
114,,,1177,1177.000000000000000,1177,1177,7620.617120560000330,,,,,,0,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7620.617120555589281,157549.902036316518206
115,,,1178,1178.000000000000000,1178,1178,6064.965405670000109,,,,,,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6064.965405670228392,127833.396002143505029
116,,,1265,1265.000000000000000,1265,1265,14191.968518499999846,,,,,,0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14191.968518533183669,325283.077935159381013
117,,,957,957.000000000000000,957,957,6689.172569090000252,,,,,,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6689.172569094179380,118906.887880048161605
118,,,958,958.000000000000000,958,958,3934.881838270000117,,,,,,0,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934.881838274812253,63782.840927616613044
119,,,967,967.000000000000000,967,967,1000.583030150000013,,,,,,0,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.583030151470439,23270.015311177776312
120,,,979,979.000000000000000,979,979,1727.826250240000036,,,,,,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.826250239231740,43746.829750373508432
121,,,999,999.000000000000000,999,999,3806.907513369999833,,,,,,0,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806.907513374153950,92491.934149360720767
122,,,1041,1041.000000000000000,1041,1041,3194.806921169999896,,,,,,0,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194.806921166321899,124972.027991048074909
123,,,1067,1067.000000000000000,1067,1067,4521.484606469999562,,,,,,0,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4521.484606468909078,61684.207319159817416
124,,,1100,1100.000000000000000,1100,1100,6973.961958519999826,,,,,,0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6973.961958523816065,132916.442664025875274
125,,,1141,1141.000000000000000,1141,1141,3213.913118869999835,,,,,,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3213.913118872148971,143623.845062658161623
126,,,1159,1159.000000000000000,1159,1159,4578.342315699999745,,,,,,0,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4578.342315702057022,74013.786606177061913
127,,,1160,1160.000000000000000,1160,1160,1049.415478030000031,,,,,,0,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.415478030746499,35924.718521570714074
128,,,1239,1239.000000000000000,1239,1239,5952.974263299999620,,,,,,0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5952.974263296239769,222073.908824984682724
129,,,1240,1240.000000000000000,1240,1240,6684.583296640000299,,,,,,0,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6684.583296641489142,388488.043053309957031
130,,,1261,1261.000000000000000,1261,1261,4743.554183620000003,,,,,,0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4743.554183617532544,75948.644596867074142
131,,,1262,1262.000000000000000,1262,1262,1952.828609689999894,,,,,,0,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.828609686694108,117092.803735688474262
132,,,1317,1317.000000000000000,1317,1317,9135.174461700000393,,,,,,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9135.174461704598798,365349.274933146836702
133,,,1318,1318.000000000000000,1318,1318,9323.350211439999839,,,,,,0,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9323.350211438093538,152283.836676406965125
134,,,1293,1293.000000000000000,1293,1293,6014.273771590000251,,,,,,0,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6014.273771589208991,124458.178979728196282
135,,,1327,1327.000000000000000,1327,1327,9443.688063920000786,,,,,,0,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9443.688063917990803,171396.133175075345207
136,,,1328,1328.000000000000000,1328,1328,81.757278746899999,,,,,,0,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.757278746899800,264.673189496051918
137,,,1605,1605.000000000000000,1605,1605,22462.476607799999329,,,,,,0,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22462.476607814947783,515063.812317323056050
138,,,1606,1606.000000000000000,1606,1606,2123.527744389999953,,,,,,0,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123.527744391512442,77257.557717536939890
139,,,1608,1608.000000000000000,1608,1608,3203.742929430000004,,,,,,0,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3203.742929432968140,394052.273438247560989
140,,,1617,1617.000000000000000,1617,1617,5228.436858199999733,,,,,,0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5228.436858200991082,741500.726790425600484
141,,,1618,1618.000000000000000,1618,1618,5156.243573429999742,,,,,,0,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5156.243573428278978,510983.385792632005177
142,,,1624,1624.000000000000000,1624,1624,2554.895711570000003,,,,,,0,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554.895711565951387,174205.585326779371826
143,,,1643,1643.000000000000000,1643,1643,17021.105162700001529,,,,,,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17021.105162676954933,464178.902341603126843
144,,,1644,1644.000000000000000,1644,1644,1882.582517130000042,,,,,,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882.582517127414349,102388.056708702075412
145,,,1650,1650.000000000000000,1650,1650,6510.697027559999697,,,,,,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6510.697027556194371,419585.554089989687782
146,,,1671,1671.000000000000000,1671,1671,13946.358158099999855,,,,,,0,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13946.358158098377316,754618.556017971248366
147,,,1672,1672.000000000000000,1672,1672,7895.180397629999788,,,,,,0,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895.180397633424946,650130.511956471367739
148,,,1677,1677.000000000000000,1677,1677,7483.772845600000437,,,,,,0,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7483.772845596528896,429404.295616851944942
149,,,1731,1731.000000000000000,1731,1731,3793.176724569999806,,,,,,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3793.176724567155816,313549.777925590286031
150,,,1795,1795.000000000000000,1795,1795,6261.265602059999765,,,,,,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6261.265602055331328,107244.101144740357995
151,,,1796,1796.000000000000000,1796,1796,1619.426883780000026,,,,,,0,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.426883779799255,89453.442828389001079
152,,,1806,1806.000000000000000,1806,1806,8336.395018440000058,,,,,,0,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8336.395018438528496,288547.902053329104092
153,,,383,383.000000000000000,383,383,165.360172097000003,,,,,,0,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.360172097047013,869.499236935531826
154,,,398,398.000000000000000,398,398,3755.464009169999827,,,,,,0,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755.464009174667808,67336.511135809923871
155,,,399,399.000000000000000,399,399,104.663220744000000,,,,,,0,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.663220743729283,243.824069130186331
156,,,470,470.000000000000000,470,470,171.400384352000003,,,,,,0,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.400384352404700,888.169252138542902
157,,,471,471.000000000000000,471,471,11719.063238900000215,,,,,,0,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11719.063238913862733,324828.985990516724996
158,,,472,472.000000000000000,472,472,9007.287645469999916,,,,,,0,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9007.287645465361493,160986.080475634895265
159,,,473,473.000000000000000,473,473,1967.839482979999957,,,,,,0,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.839482980931280,63095.573216014578065
160,,,495,495.000000000000000,495,495,560.717134612999985,,,,,,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.717134612518521,8744.301478283188771
161,,,500,500.000000000000000,500,500,4108.173722839999755,,,,,,0,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4108.173722835711487,124270.703940340521513
162,,,518,518.000000000000000,518,518,8206.495649520000370,,,,,,0,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8206.495649518585196,215991.210495118313702
163,,,519,519.000000000000000,519,519,13639.975532000000385,,,,,,0,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13639.975531992004107,217048.695271658827551
164,,,554,554.000000000000000,554,554,19864.076776699999755,,,,,,0,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19864.076776739580964,354642.466031170508359
165,,,555,555.000000000000000,555,555,1282.409980460000043,,,,,,0,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.409980464985665,16310.146684195335183
166,,,723,723.000000000000000,723,723,7523.540284910000082,,,,,,0,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7523.540284906372108,172352.820761223410955
167,,,746,746.000000000000000,746,746,7869.748624939999900,,,,,,0,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7869.748624941504204,223642.004891359480098
168,,,747,747.000000000000000,747,747,3083.515805089999958,,,,,,0,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083.515805086755790,114838.319929091361701
169,,,804,804.000000000000000,804,804,8399.553842900000745,,,,,,0,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8399.553842898651055,216276.888553926546592
170,,,805,805.000000000000000,805,805,13909.887382700000671,,,,,,0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13909.887382741635520,547285.437736086198129
171,,,818,818.000000000000000,818,818,2920.596619540000120,,,,,,0,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920.596619538253890,155070.950603296339978
172,,,1388,1388.000000000000000,1388,1388,3948.580532370000128,,,,,,0,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3948.580532367116575,490103.478255066263955
173,,,1413,1413.000000000000000,1413,1413,7200.557576189999963,,,,,,0,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.557576187261475,676833.595374151598662
174,,,1414,1414.000000000000000,1414,1414,2103.512152289999904,,,,,,0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103.512152287634763,147101.634164706047159
175,,,1417,1417.000000000000000,1417,1417,8585.865389309999955,,,,,,0,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8585.865389314220010,146407.125501069152961
176,1,171,1418,1418.000000000000000,1418,1418,7468.345194300000003,,,,,,2,176,1,140,main,active, ,M,174,EB, , ,845,171.932679339000003,0.000000000000000, ,73.000000000000000,15.000000000000000,174,EB,{7E716098-6521-43D2-83FB-924F664DBDC6},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38840.639999999999418,157.180000000000007,AK,190803031511,190803031511-Goodpaster River,S,NM,190803031802,0.000000000000000,0.000000000000000,84583.491819400005625,1,84583.491819400005625,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,449.152910352999982,7468.345194300500225,604212.465503696701489
177,,,1420,1420.000000000000000,1420,1420,681.062930489999985,,,,,,0,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.062930489891073,18771.304766013756307
178,,,1427,1427.000000000000000,1427,1427,10934.511374499999874,,,,,,0,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10934.511374546542356,188172.662158307124628
179,,,1428,1428.000000000000000,1428,1428,3183.542181570000139,,,,,,0,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3183.542181573357993,411556.231358556193300
180,,,1451,1451.000000000000000,1451,1451,1664.658936529999892,,,,,,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.658936528163167,46860.456549690199608
181,,,1452,1452.000000000000000,1452,1452,5864.538115819999803,,,,,,0,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5864.538115823297630,478150.316412870772183
182,,,1468,1468.000000000000000,1468,1468,7814.730863200000385,,,,,,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7814.730863202792534,786224.159948737244122
183,,,1481,1481.000000000000000,1481,1481,3428.525166139999783,,,,,,0,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428.525166139419071,267711.567732074297965
184,,,1482,1482.000000000000000,1482,1482,4349.240905329999805,,,,,,0,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4349.240905325034873,163239.889120771578746
185,,,1515,1515.000000000000000,1515,1515,13076.491194899999755,,,,,,0,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13076.491194854257628,291965.410047915705945
186,,,1519,1519.000000000000000,1519,1519,27211.241007299999183,,,,,,0,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27211.241007284646912,980414.387267746264115
187,,,1567,1567.000000000000000,1567,1567,4926.302435960000366,,,,,,0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4926.302435962402342,74736.872419338527834
188,,,1568,1568.000000000000000,1568,1568,7656.324116249999861,,,,,,0,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7656.324116253764259,146727.634920230950229
189,,,1683,1683.000000000000000,1683,1683,5302.261738500000320,,,,,,0,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5302.261738500535103,62711.074713608519232
190,,,1684,1684.000000000000000,1684,1684,4705.421074120000412,,,,,,0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4705.421074116467025,77314.262326764175668
191,,,1296,1296.000000000000000,1296,1296,4564.584744380000302,,,,,,0,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4564.584744376144045,74536.625608235510299
192,,,1364,1364.000000000000000,1364,1364,8296.144082349999735,,,,,,0,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8296.144082351773250,136849.730273098364705
193,,,1555,1555.000000000000000,1555,1555,15505.916559699999198,,,,,,0,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15505.916559674362361,524305.806022476637736
194,1,178,1556,1556.000000000000000,1556,1556,5087.895439009999791,,,,,,1,194,0,147,side,active, ,Y,178,EB, , ,852,506.450477681999985,0.000000000000000, ,266.000000000000000,17.000000000000000,178,EB,{3D70B84C-4AC4-48A1-A8DE-0672D8AE34BF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35800.029999999998836,144.879999999999995,AK,190803031509,190803031509-Goodpaster River,S,NM,190803031511,0.000000000000000,0.000000000000000,61688.740668999998888,1,61688.740668999998888, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,487.901278450000007,5087.895439005695152,361667.907172979204915
195,,,1621,1621.000000000000000,1621,1621,1089.584801279999965,,,,,,0,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.584801284134073,51710.056610314139107
196,,,1622,1622.000000000000000,1622,1622,24079.782101500000863,,,,,,0,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24079.782101452066854,491669.837270751304459
197,,,1623,1623.000000000000000,1623,1623,17210.687469799999235,,,,,,0,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17210.687469779189996,388748.257149012410082
